genes	clusters
ENSFALG00000003933	chrN00184:clu_23919_+
ENSFALG00000003942	chrN00184:clu_23920_+,chrN00184:clu_23921_+
ENSFALG00000003943	chrN00028:clu_8958_-
ENSFALG00000003952	chrN00019:clu_7189_-,chrN00019:clu_7190_-,chrN00019:clu_7191_-,chrN00019:clu_7192_-
ENSFALG00000003954	chrN00042:clu_12444_-,chrN00042:clu_12445_-,chrN00042:clu_12446_-
ENSFALG00000003961	chrN00133:clu_21710_-,chrN00133:clu_21711_-
ENSFALG00000003966	chrN00184:clu_23946_-
ENSFALG00000003970	chrN00093:clu_19114_+,chrN00093:clu_19115_+
ENSFALG00000003978	chrN00028:clu_9142_+
ENSFALG00000003987	chrN00042:clu_12450_-,chrN00042:clu_12451_-
ENSFALG00000003991	chrN00213:clu_25107_+
ENSFALG00000004004	chrN00005:clu_2202_+,chrN00005:clu_2203_+,chrN00005:clu_2204_+,chrN00005:clu_2205_+,chrN00005:clu_2206_+,chrN00005:clu_2207_+,chrN00005:clu_2208_+
ENSFALG00000004022	chrN00427:clu_28665_-,chrN00477:clu_28669_-
ENSFALG00000004027	chrN00028:clu_8981_-,chrN00028:clu_8982_-,chrN00028:clu_8983_-,chrN00028:clu_8984_-,chrN00028:clu_8985_-,chrN00028:clu_8987_-
ENSFALG00000004028	chrN00093:clu_19126_+
ENSFALG00000004029	chrN00042:clu_12458_-
ENSFALG00000004030	chrN00005:clu_2214_+
ENSFALG00000004035	chrN00005:clu_2215_+
ENSFALG00000004036	chrN00019:clu_7201_-,chrN00019:clu_7202_-
ENSFALG00000004037	chrN00146:clu_22327_-,chrN00146:clu_22328_-
ENSFALG00000004038	chrN00093:clu_19127_+,chrN00093:clu_19128_+,chrN00093:clu_19129_+,chrN00093:clu_19130_+,chrN00093:clu_19131_+
ENSFALG00000004041	chrN00093:clu_19131_+
ENSFALG00000004042	chrN00028:clu_9156_+
ENSFALG00000004045	chrN00146:clu_22317_+
ENSFALG00000004052	chrN00019:clu_7203_-
ENSFALG00000004065	chrN00020:clu_7366_+
ENSFALG00000004069	chrN00042:clu_12383_+,chrN00042:clu_12384_+
ENSFALG00000004080	chrN00020:clu_7274_-
ENSFALG00000004084	chrN00093:clu_19134_+,chrN00093:clu_19135_+,chrN00093:clu_19136_+,chrN00093:clu_19137_+
ENSFALG00000004086	chrN00042:clu_12387_+
ENSFALG00000004096	chrN00042:clu_12476_-,chrN00042:clu_12477_-
ENSFALG00000004099	chrN00093:clu_19215_-,chrN00093:clu_19216_-
ENSFALG00000004100	chrN00005:clu_2217_+
ENSFALG00000004108	chrN00042:clu_12466_-,chrN00042:clu_12467_-
ENSFALG00000004111	chrN00005:clu_2218_+
ENSFALG00000004118	chrN00093:clu_19138_+,chrN00093:clu_19139_+,chrN00093:clu_19142_+
ENSFALG00000004130	chrN00028:clu_9165_+
ENSFALG00000004134	chrN00028:clu_9000_-
ENSFALG00000004142	chrN00005:clu_2035_-
ENSFALG00000004143	chrN00093:clu_19148_+,chrN00093:clu_19149_+
ENSFALG00000004150	chrN00005:clu_2036_-,chrN00005:clu_2037_-,chrN00005:clu_2038_-
ENSFALG00000004155	chrN00005:clu_2039_-
ENSFALG00000004156	chrN00005:clu_2227_+
ENSFALG00000004165	chrN00005:clu_2228_+,chrN00005:clu_2229_+
ENSFALG00000004169	chrN00093:clu_19218_-,chrN00093:clu_19219_-,chrN00093:clu_19220_-,chrN00093:clu_19221_-,chrN00093:clu_19222_-,chrN00093:clu_19223_-,chrN00093:clu_19224_-,chrN00093:clu_19225_-,chrN00093:clu_19226_-,chrN00093:clu_19227_-,chrN00093:clu_19228_-
ENSFALG00000004170	chrN00042:clu_12470_-,chrN00042:clu_12471_-
ENSFALG00000004172	chrN00020:clu_7283_-
ENSFALG00000004177	chrN00093:clu_19229_-,chrN00093:clu_19230_-,chrN00093:clu_19231_-,chrN00093:clu_19232_-,chrN00093:clu_19233_-
ENSFALG00000004179	chrN00019:clu_7224_-,chrN00019:clu_7225_-
ENSFALG00000004189	chrN00020:clu_7385_+,chrN00020:clu_7386_+,chrN00020:clu_7387_+
ENSFALG00000004193	chrN00042:clu_12474_-,chrN00042:clu_12475_-
ENSFALG00000004197	chrN00020:clu_7294_-,chrN00020:clu_7295_-,chrN00020:clu_7296_-,chrN00020:clu_7297_-
ENSFALG00000004198	chrN00042:clu_12391_+,chrN00042:clu_12392_+
ENSFALG00000004201	chrN00093:clu_19236_-
ENSFALG00000004214	chrN00005:clu_2236_+
ENSFALG00000004217	chrN00042:clu_12393_+
ENSFALG00000004224	chrN00019:clu_7049_+,chrN00019:clu_7050_+
ENSFALG00000004225	chrN00042:clu_12481_-
ENSFALG00000004239	chrN00005:clu_2240_+
ENSFALG00000004241	chrN00355:clu_27631_+,chrN00355:clu_27632_+
ENSFALG00000004250	chrN00005:clu_2062_-,chrN00005:clu_2063_-
ENSFALG00000004255	chrN00019:clu_7056_+,chrN00019:clu_7057_+,chrN00019:clu_7058_+
ENSFALG00000004261	chrN00019:clu_7059_+,chrN00019:clu_7060_+,chrN00019:clu_7061_+,chrN00019:clu_7062_+,chrN00019:clu_7063_+
ENSFALG00000004263	chrN00093:clu_19242_-,chrN00093:clu_19243_-,chrN00093:clu_19244_-
ENSFALG00000004266	chrN00019:clu_7236_-
ENSFALG00000004275	chrN00355:clu_27634_+,chrN00355:clu_27635_+
ENSFALG00000004280	chrN00042:clu_12398_+,chrN00042:clu_12399_+,chrN00042:clu_12400_+
ENSFALG00000004285	chrN00093:clu_19167_+,chrN00093:clu_19168_+,chrN00093:clu_19169_+
ENSFALG00000004294	chrN00020:clu_7301_-,chrN00020:clu_7302_-,chrN00020:clu_7303_-
ENSFALG00000004297	chrN00093:clu_19175_+
ENSFALG00000004299	chrN00093:clu_19177_+
ENSFALG00000004300	chrN00005:clu_2241_+
ENSFALG00000004302	chrN00093:clu_19247_-
ENSFALG00000004310	chrN00020:clu_7304_-,chrN00020:clu_7305_-,chrN00020:clu_7306_-
ENSFALG00000004311	chrN00042:clu_12407_+
ENSFALG00000004312	chrN00020:clu_7423_+,chrN00020:clu_7424_+
ENSFALG00000004319	chrN00019:clu_7078_+
ENSFALG00000004320	chrN00020:clu_7308_-,chrN00020:clu_7309_-
ENSFALG00000004321	chrN00005:clu_2242_+,chrN00005:clu_2243_+,chrN00005:clu_2244_+,chrN00005:clu_2245_+,chrN00005:clu_2246_+,chrN00005:clu_2247_+,chrN00005:clu_2248_+,chrN00005:clu_2249_+,chrN00005:clu_2250_+,chrN00005:clu_2251_+
ENSFALG00000004323	chrN00019:clu_7079_+,chrN00019:clu_7080_+,chrN00019:clu_7081_+
ENSFALG00000004328	chrN00028:clu_9030_-,chrN00028:clu_9031_-,chrN00028:clu_9032_-
ENSFALG00000004330	chrN00019:clu_7240_-,chrN00019:clu_7241_-,chrN00019:clu_7242_-
ENSFALG00000004332	chrN00020:clu_7425_+,chrN00020:clu_7426_+
ENSFALG00000004334	chrN00093:clu_19178_+,chrN00093:clu_19179_+,chrN00093:clu_19180_+,chrN00093:clu_19181_+,chrN00093:clu_19182_+,chrN00093:clu_19183_+
ENSFALG00000004341	chrN00005:clu_2252_+
ENSFALG00000004349	chrN00019:clu_7083_+
ENSFALG00000004351	chrN00028:clu_9034_-
ENSFALG00000004361	chrN00167:clu_23301_-,chrN00167:clu_23302_-,chrN00167:clu_23303_-
ENSFALG00000004378	chrN00167:clu_23309_-,chrN00167:clu_23310_-,chrN00167:clu_23311_-,chrN00167:clu_23312_-,chrN00167:clu_23313_-,chrN00167:clu_23314_-
ENSFALG00000004398	chrN00019:clu_7092_+
ENSFALG00000004403	chrN00020:clu_7438_+
ENSFALG00000004412	chrN00020:clu_7439_+,chrN00020:clu_7440_+
ENSFALG00000004417	chrN00089:clu_18711_+
ENSFALG00000004432	chrN00020:clu_7326_-,chrN00020:clu_7327_-
ENSFALG00000004444	chrN00306:clu_27101_+
ENSFALG00000004445	chrN00020:clu_7328_-,chrN00020:clu_7329_-,chrN00020:clu_7330_-,chrN00020:clu_7331_-
ENSFALG00000004454	chrN00020:clu_7447_+,chrN00020:clu_7448_+
ENSFALG00000004455	chrN00005:clu_2265_+,chrN00005:clu_2266_+,chrN00005:clu_2267_+,chrN00005:clu_2268_+,chrN00005:clu_2269_+
ENSFALG00000004459	chrN00082:clu_18122_+
ENSFALG00000004461	chrN00093:clu_19191_+
ENSFALG00000004466	chrN00093:clu_19192_+
ENSFALG00000004473	chrN00089:clu_18791_-,chrN00089:clu_18792_-,chrN00089:clu_18793_-,chrN00089:clu_18794_-,chrN00089:clu_18795_-
ENSFALG00000004479	chrN00020:clu_7340_-,chrN00020:clu_7341_-,chrN00020:clu_7342_-,chrN00020:clu_7343_-,chrN00020:clu_7344_-
ENSFALG00000004482	chrN00028:clu_9193_+
ENSFALG00000004485	chrN00082:clu_18128_+,chrN00082:clu_18129_+,chrN00082:clu_18130_+
ENSFALG00000004486	chrN00005:clu_2275_+,chrN00005:clu_2276_+
ENSFALG00000004487	chrN00020:clu_7345_-,chrN00020:clu_7346_-,chrN00020:clu_7347_-
ENSFALG00000004494	chrN00020:clu_7452_+
ENSFALG00000004495	chrN00019:clu_7106_+
ENSFALG00000004502	chrN00059:clu_15352_-,chrN00059:clu_15353_-
ENSFALG00000004503	chrN00020:clu_7453_+,chrN00020:clu_7454_+
ENSFALG00000004506	chrN00020:clu_7351_-,chrN00020:clu_7352_-
ENSFALG00000004517	chrN00089:clu_18715_+
ENSFALG00000004520	chrN00028:clu_9198_+,chrN00028:clu_9199_+,chrN00028:clu_9202_+,chrN00028:clu_9203_+
ENSFALG00000004524	chrN00089:clu_18804_-
ENSFALG00000004525	chrN00254:clu_26284_+,chrN00254:clu_26285_+,chrN00254:clu_26286_+,chrN00254:clu_26287_+,chrN00254:clu_26288_+
ENSFALG00000004539	chrN00151:clu_22481_-,chrN00151:clu_22482_-
ENSFALG00000004547	chrN00005:clu_2109_-,chrN00005:clu_2110_-,chrN00005:clu_2111_-
ENSFALG00000004553	chrN00089:clu_18807_-
ENSFALG00000004570	chrN00027:clu_8836_+
ENSFALG00000004572	chrN00020:clu_7364_-,chrN00020:clu_7365_-
ENSFALG00000004575	chrN00059:clu_15293_+
ENSFALG00000004577	chrN00151:clu_22485_-,chrN00151:clu_22486_-
ENSFALG00000004578	chrN00019:clu_7272_-
ENSFALG00000004580	chrN00020:clu_7463_+,chrN00020:clu_7464_+,chrN00020:clu_7465_+
ENSFALG00000004581	chrN00246:clu_26090_-
ENSFALG00000004589	chrN00089:clu_18813_-,chrN00089:clu_18814_-
ENSFALG00000004591	chrN00059:clu_15355_-
ENSFALG00000004592	chrN00027:clu_8778_-,chrN00027:clu_8779_-,chrN00027:clu_8780_-,chrN00027:clu_8781_-,chrN00027:clu_8782_-,chrN00027:clu_8783_-
ENSFALG00000004595	chrN00089:clu_18719_+
ENSFALG00000004597	chrN00395:clu_27820_+
ENSFALG00000004599	chrN00020:clu_7468_+
ENSFALG00000004606	chrN00089:clu_18720_+
ENSFALG00000004608	chrN00254:clu_26289_+
ENSFALG00000004610	chrN00089:clu_18815_-,chrN00089:clu_18816_-
ENSFALG00000004629	chrN00151:clu_22510_+,chrN00151:clu_22511_+
ENSFALG00000004630	chrN00027:clu_8784_-,chrN00027:clu_8785_-,chrN00027:clu_8786_-
ENSFALG00000004643	chrN00027:clu_8840_+,chrN00027:clu_8841_+
ENSFALG00000004645	chrN00089:clu_18819_-,chrN00089:clu_18820_-
ENSFALG00000004650	chrN00059:clu_15298_+,chrN00059:clu_15299_+,chrN00059:clu_15300_+
ENSFALG00000004655	chrN00027:clu_8845_+,chrN00027:clu_8846_+,chrN00027:clu_8848_+,chrN00027:clu_8849_+,chrN00027:clu_8850_+
ENSFALG00000004658	chrN00052:clu_14153_-,chrN00052:clu_14154_-
ENSFALG00000004659	chrN00028:clu_9215_+,chrN00028:clu_9216_+
ENSFALG00000004660	chrN00052:clu_13954_+
ENSFALG00000004662	chrN00052:clu_14155_-,chrN00052:clu_14156_-,chrN00052:clu_14157_-,chrN00052:clu_14158_-,chrN00052:clu_14159_-,chrN00052:clu_14160_-,chrN00052:clu_14161_-
ENSFALG00000004663	chrN00027:clu_8851_+,chrN00027:clu_8852_+
ENSFALG00000004664	chrN00052:clu_14162_-,chrN00052:clu_14163_-
ENSFALG00000004674	chrN00027:clu_8794_-
ENSFALG00000004677	chrN00028:clu_9043_-,chrN00028:clu_9044_-,chrN00028:clu_9045_-
ENSFALG00000004679	chrN00028:clu_9217_+
ENSFALG00000004684	chrN00052:clu_14172_-,chrN00052:clu_14173_-,chrN00052:clu_14174_-,chrN00052:clu_14175_-,chrN00052:clu_14176_-,chrN00052:clu_14178_-,chrN00052:clu_14179_-
ENSFALG00000004686	chrN00254:clu_26314_-,chrN00254:clu_26315_-,chrN00254:clu_26316_-
ENSFALG00000004696	chrN00089:clu_18827_-
ENSFALG00000004699	chrN00089:clu_18828_-
ENSFALG00000004725	chrN00027:clu_8803_-,chrN00027:clu_8804_-,chrN00027:clu_8805_-,chrN00027:clu_8806_-
ENSFALG00000004727	chrN00295:clu_26917_-,chrN00295:clu_26918_-
ENSFALG00000004734	chrN00089:clu_18726_+
ENSFALG00000004735	chrN00201:clu_24715_+
ENSFALG00000004737	chrN00052:clu_14180_-
ENSFALG00000004743	chrN00027:clu_8869_+,chrN00027:clu_8870_+
ENSFALG00000004750	chrN00269:clu_26539_+
ENSFALG00000004753	chrN00144:clu_22128_+
ENSFALG00000004756	chrN00089:clu_18732_+
ENSFALG00000004758	chrN00201:clu_24717_+
ENSFALG00000004766	chrN00295:clu_26926_+,chrN00295:clu_26927_+
ENSFALG00000004771	chrN00089:clu_18733_+
ENSFALG00000004778	chrN00166:clu_23227_-,chrN00166:clu_23228_-,chrN00166:clu_23229_-,chrN00166:clu_23230_-,chrN00166:clu_23231_-,chrN00166:clu_23232_-
ENSFALG00000004792	chrN00269:clu_26540_+
ENSFALG00000004795	chrN00028:clu_9047_-
ENSFALG00000004797	chrN00089:clu_18742_+
ENSFALG00000004802	chrN00059:clu_15365_-
ENSFALG00000004804	chrN00166:clu_23233_-
ENSFALG00000004810	chrN00028:clu_9233_+,chrN00028:clu_9234_+
ENSFALG00000004811	chrN00059:clu_15301_+
ENSFALG00000004814	chrN00027:clu_8878_+,chrN00027:clu_8879_+,chrN00027:clu_8880_+,chrN00027:clu_8881_+
ENSFALG00000004831	chrN00059:clu_15366_-,chrN00059:clu_15367_-,chrN00059:clu_15368_-
ENSFALG00000004833	chrN00017:clu_6410_-
ENSFALG00000004837	chrN00201:clu_24723_+,chrN00201:clu_24724_+
ENSFALG00000004842	chrN00024:clu_8248_-,chrN00024:clu_8249_-,chrN00024:clu_8250_-
ENSFALG00000004846	chrN00089:clu_18747_+
ENSFALG00000004851	chrN00052:clu_13966_+
ENSFALG00000004866	chrN00059:clu_15302_+
ENSFALG00000004875	chrN00027:clu_8882_+
ENSFALG00000004892	chrN00089:clu_18843_-
ENSFALG00000004894	chrN00027:clu_8826_-
ENSFALG00000004898	chrN00166:clu_23285_+,chrN00166:clu_23286_+,chrN00166:clu_23287_+,chrN00166:clu_23288_+
ENSFALG00000004899	chrN00066:clu_16219_-,chrN00066:clu_16220_-
ENSFALG00000004900	chrN00017:clu_6415_-
ENSFALG00000004907	chrN00017:clu_6416_-,chrN00017:clu_6417_-,chrN00017:clu_6418_-,chrN00017:clu_6420_-,chrN00017:clu_6421_-,chrN00017:clu_6422_-,chrN00017:clu_6423_-,chrN00017:clu_6424_-
ENSFALG00000004912	chrN00015:clu_6004_+,chrN00015:clu_6005_+
ENSFALG00000004914	chrN00051:clu_13869_+,chrN00051:clu_13870_+,chrN00051:clu_13871_+
ENSFALG00000004918	chrN00024:clu_8116_+
ENSFALG00000004919	chrN00051:clu_13870_+,chrN00051:clu_13871_+
ENSFALG00000004921	chrN00017:clu_6543_+,chrN00017:clu_6544_+
ENSFALG00000004927	chrN00051:clu_13783_-
ENSFALG00000004928	chrN00059:clu_15303_+
ENSFALG00000004945	chrN00302:clu_27042_+,chrN00302:clu_27043_+,chrN00302:clu_27044_+
ENSFALG00000004952	chrN00015:clu_6013_+,chrN00015:clu_6014_+,chrN00015:clu_6015_+,chrN00015:clu_6016_+
ENSFALG00000004956	chrN00015:clu_5820_-,chrN00015:clu_5821_-,chrN00015:clu_5822_-
ENSFALG00000004964	chrN00017:clu_6428_-,chrN00017:clu_6429_-,chrN00017:clu_6430_-
ENSFALG00000004969	chrN00051:clu_13876_+,chrN00051:clu_13877_+,chrN00051:clu_13878_+
ENSFALG00000004981	chrN00051:clu_13786_-
ENSFALG00000004983	chrN00158:clu_22779_+,chrN00158:clu_22780_+,chrN00200:clu_24711_+
ENSFALG00000004991	chrN00476:clu_28667_+,chrN00476:clu_28668_+
ENSFALG00000004999	chrN00015:clu_5827_-
ENSFALG00000005003	chrN00017:clu_6431_-,chrN00017:clu_6432_-,chrN00017:clu_6433_-,chrN00017:clu_6434_-
ENSFALG00000005008	chrN00158:clu_22800_-
ENSFALG00000005012	chrN00144:clu_22184_-
ENSFALG00000005014	chrN00158:clu_22803_-
ENSFALG00000005019	chrN00158:clu_22781_+
ENSFALG00000005020	chrN00321:clu_27307_-
ENSFALG00000005024	chrN00049:clu_13460_+
ENSFALG00000005030	chrN00015:clu_6018_+
ENSFALG00000005047	chrN00049:clu_13462_+
ENSFALG00000005053	chrN00081:clu_18095_-,chrN00081:clu_18096_-,chrN00081:clu_18097_-,chrN00081:clu_18098_-,chrN00081:clu_18099_-
ENSFALG00000005064	chrN00015:clu_6019_+
ENSFALG00000005067	chrN00089:clu_18757_+,chrN00089:clu_18758_+,chrN00089:clu_18759_+
ENSFALG00000005068	chrN00027:clu_8827_-
ENSFALG00000005074	chrN00049:clu_13551_-
ENSFALG00000005077	chrN00027:clu_8884_+
ENSFALG00000005079	chrN00321:clu_27308_-
ENSFALG00000005095	chrN00066:clu_16179_+,chrN00066:clu_16180_+,chrN00066:clu_16181_+,chrN00066:clu_16182_+
ENSFALG00000005107	chrN00015:clu_5839_-,chrN00015:clu_5840_-,chrN00015:clu_5841_-,chrN00015:clu_5842_-
ENSFALG00000005113	chrN00081:clu_18073_+,chrN00081:clu_18074_+,chrN00081:clu_18075_+,chrN00081:clu_18076_+,chrN00081:clu_18077_+
ENSFALG00000005115	chrN00024:clu_8258_-
ENSFALG00000005116	chrN00302:clu_27051_-,chrN00302:clu_27054_-
ENSFALG00000005134	chrN00089:clu_18861_-
ENSFALG00000005142	chrN00049:clu_13469_+
ENSFALG00000005149	chrN00051:clu_13791_-,chrN00051:clu_13792_-
ENSFALG00000005152	chrN00238:clu_25928_+,chrN00238:clu_25929_+
ENSFALG00000005156	chrN00027:clu_8832_-,chrN00027:clu_8833_-
ENSFALG00000005173	chrN00144:clu_22198_-,chrN00144:clu_22199_-
ENSFALG00000005217	chrN00049:clu_13473_+,chrN00049:clu_13474_+,chrN00049:clu_13475_+,chrN00049:clu_13476_+,chrN00049:clu_13477_+
ENSFALG00000005219	chrN00059:clu_15310_+
ENSFALG00000005221	chrN00070:clu_16785_-,chrN00070:clu_16786_-
ENSFALG00000005224	chrN00081:clu_18112_-,chrN00081:clu_18113_-,chrN00081:clu_18114_-
ENSFALG00000005234	chrN00070:clu_16788_-,chrN00070:clu_16789_-,chrN00070:clu_16790_-
ENSFALG00000005245	chrN00196:clu_24504_+,chrN00196:clu_24505_+
ENSFALG00000005257	chrN00051:clu_13797_-,chrN00051:clu_13798_-
ENSFALG00000005267	chrN00166:clu_23255_-
ENSFALG00000005269	chrN00089:clu_18775_+,chrN00089:clu_18776_+,chrN00089:clu_18777_+,chrN00089:clu_18778_+
ENSFALG00000005280	chrN00015:clu_5852_-,chrN00015:clu_5853_-
ENSFALG00000005281	chrN00153:clu_28643_+,chrN00153:clu_28644_+,chrN00153:clu_28645_+
ENSFALG00000005282	chrN00089:clu_18868_-
ENSFALG00000005285	chrN00017:clu_6575_+,chrN00017:clu_6576_+,chrN00017:clu_6577_+
ENSFALG00000005286	chrN00024:clu_8268_-
ENSFALG00000005287	chrN00196:clu_24505_+
ENSFALG00000005292	chrN00024:clu_8147_+
ENSFALG00000005297	chrN00144:clu_22200_-,chrN00144:clu_22201_-
ENSFALG00000005298	chrN00049:clu_13485_+
ENSFALG00000005303	chrN00099:clu_19615_-
ENSFALG00000005320	chrN00051:clu_13893_+,chrN00051:clu_13894_+,chrN00051:clu_13895_+
ENSFALG00000005325	chrN00138:clu_21896_+
ENSFALG00000005333	chrN00089:clu_18782_+
ENSFALG00000005335	chrN00166:clu_23295_+,chrN00166:clu_23296_+,chrN00166:clu_23297_+
ENSFALG00000005339	chrN00049:clu_13486_+
ENSFALG00000005343	chrN00024:clu_8274_-
ENSFALG00000005366	chrN00059:clu_15316_+
ENSFALG00000005371	chrN00099:clu_19589_+
ENSFALG00000005375	chrN00024:clu_8276_-
ENSFALG00000005376	chrN00015:clu_6040_+
ENSFALG00000005382	chrN00059:clu_15385_-
ENSFALG00000005384	chrN00015:clu_6041_+,chrN00015:clu_6042_+,chrN00015:clu_6043_+,chrN00015:clu_6044_+,chrN00015:clu_6045_+,chrN00015:clu_6046_+
ENSFALG00000005386	chrN00196:clu_24509_+,chrN00196:clu_24510_+
ENSFALG00000005389	chrN00138:clu_21897_+
ENSFALG00000005395	chrN00099:clu_19625_-,chrN00099:clu_19626_-
ENSFALG00000005400	chrN00064:clu_15911_-,chrN00064:clu_15912_-,chrN00064:clu_15913_-
ENSFALG00000005403	chrN00017:clu_6456_-,chrN00017:clu_6457_-,chrN00017:clu_6458_-
ENSFALG00000005405	chrN00052:clu_14008_+,chrN00052:clu_14009_+
ENSFALG00000005409	chrN00196:clu_24541_-
ENSFALG00000005415	chrN00017:clu_6599_+
ENSFALG00000005419	chrN00144:clu_22145_+
ENSFALG00000005425	chrN00049:clu_13578_-,chrN00049:clu_13579_-
ENSFALG00000005426	chrN00196:clu_24541_-,chrN00196:clu_24542_-
ENSFALG00000005435	chrN00070:clu_16803_-,chrN00070:clu_16804_-,chrN00070:clu_16805_-,chrN00070:clu_16806_-,chrN00070:clu_16807_-
ENSFALG00000005436	chrN00051:clu_13901_+,chrN00051:clu_13902_+,chrN00051:clu_13903_+,chrN00051:clu_13904_+,chrN00051:clu_13905_+
ENSFALG00000005441	chrN00070:clu_16746_+
ENSFALG00000005444	chrN00070:clu_16747_+,chrN00070:clu_16748_+,chrN00070:clu_16749_+,chrN00070:clu_16750_+,chrN00070:clu_16751_+,chrN00070:clu_16752_+,chrN00070:clu_16753_+
ENSFALG00000005448	chrN00059:clu_15387_-
ENSFALG00000005451	chrN00024:clu_8283_-
ENSFALG00000005453	chrN00070:clu_16815_-
ENSFALG00000005457	chrN00196:clu_24543_-
ENSFALG00000005461	chrN00070:clu_16817_-,chrN00070:clu_16818_-
ENSFALG00000005467	chrN00024:clu_8284_-
ENSFALG00000005471	chrN00017:clu_6603_+,chrN00017:clu_6604_+,chrN00017:clu_6608_+
ENSFALG00000005472	chrN00196:clu_24513_+
ENSFALG00000005473	chrN00144:clu_22152_+
ENSFALG00000005474	chrN00052:clu_14015_+
ENSFALG00000005476	chrN00015:clu_5867_-,chrN00015:clu_5868_-,chrN00015:clu_5869_-,chrN00015:clu_5870_-,chrN00015:clu_5871_-
ENSFALG00000005478	chrN00017:clu_6605_+,chrN00017:clu_6606_+,chrN00017:clu_6607_+
ENSFALG00000005481	chrN00064:clu_15808_+
ENSFALG00000005482	chrN00024:clu_8284_-
ENSFALG00000005489	chrN00052:clu_14225_-,chrN00052:clu_14226_-
ENSFALG00000005492	chrN00070:clu_16762_+,chrN00070:clu_16763_+
ENSFALG00000005499	chrN00099:clu_19632_-,chrN00099:clu_19633_-,chrN00099:clu_19634_-
ENSFALG00000005506	chrN00196:clu_24515_+
ENSFALG00000005508	chrN00064:clu_15811_+
ENSFALG00000005512	chrN00059:clu_15389_-
ENSFALG00000005517	chrN00138:clu_21876_-,chrN00138:clu_21877_-,chrN00138:clu_21878_-,chrN00138:clu_21879_-,chrN00138:clu_21880_-,chrN00138:clu_21881_-,chrN00138:clu_21882_-,chrN00138:clu_21883_-,chrN00138:clu_21884_-,chrN00138:clu_21885_-
ENSFALG00000005522	chrN00064:clu_15922_-
ENSFALG00000005523	chrN00024:clu_8163_+
ENSFALG00000005528	chrN00196:clu_24544_-,chrN00196:clu_24545_-,chrN00196:clu_24546_-,chrN00196:clu_24547_-,chrN00196:clu_24548_-
ENSFALG00000005542	chrN00070:clu_16825_-,chrN00070:clu_16826_-
ENSFALG00000005549	chrN00059:clu_15390_-
ENSFALG00000005552	chrN00070:clu_16827_-
ENSFALG00000005556	chrN00052:clu_14018_+
ENSFALG00000005561	chrN00059:clu_15393_-,chrN00059:clu_15394_-,chrN00059:clu_15395_-,chrN00059:clu_15396_-
ENSFALG00000005563	chrN00051:clu_13906_+,chrN00051:clu_13907_+
ENSFALG00000005566	chrN00059:clu_15322_+,chrN00059:clu_15323_+
ENSFALG00000005569	chrN00024:clu_8286_-
ENSFALG00000005579	chrN00144:clu_22159_+,chrN00144:clu_22160_+,chrN00144:clu_22161_+
ENSFALG00000005581	chrN00049:clu_13494_+
ENSFALG00000005592	chrN00064:clu_15826_+,chrN00064:clu_15827_+,chrN00064:clu_15828_+
ENSFALG00000005593	chrN00051:clu_13812_-,chrN00051:clu_13813_-,chrN00051:clu_13814_-
ENSFALG00000005595	chrN00144:clu_22223_-
ENSFALG00000005601	chrN00049:clu_13596_-
ENSFALG00000005606	chrN00138:clu_21890_-,chrN00138:clu_21891_-
ENSFALG00000005616	chrN00051:clu_13817_-,chrN00051:clu_13818_-
ENSFALG00000005621	chrN00099:clu_19601_+,chrN00099:clu_19602_+,chrN00099:clu_19603_+
ENSFALG00000005627	chrN00059:clu_15401_-,chrN00059:clu_15402_-
ENSFALG00000005630	chrN00015:clu_5875_-,chrN00015:clu_5876_-
ENSFALG00000005640	chrN00052:clu_14022_+,chrN00052:clu_14023_+,chrN00052:clu_14024_+
ENSFALG00000005647	chrN00251:clu_26214_+,chrN00251:clu_26215_+,chrN00251:clu_26216_+,chrN00251:clu_26217_+,chrN00251:clu_26218_+
ENSFALG00000005663	chrN00024:clu_8182_+
ENSFALG00000005668	chrN00049:clu_13497_+
ENSFALG00000005671	chrN00015:clu_6067_+,chrN00015:clu_6068_+
ENSFALG00000005672	chrN00064:clu_15928_-,chrN00064:clu_15929_-
ENSFALG00000005678	chrN00099:clu_19610_+,chrN00099:clu_19611_+
ENSFALG00000005679	chrN00052:clu_14026_+,chrN00052:clu_14027_+,chrN00052:clu_14028_+,chrN00052:clu_14029_+
ENSFALG00000005682	chrN00059:clu_15325_+
ENSFALG00000005685	chrN00051:clu_13912_+,chrN00051:clu_13913_+
ENSFALG00000005693	chrN00196:clu_24556_-
ENSFALG00000005705	chrN00049:clu_13498_+,chrN00049:clu_13499_+,chrN00049:clu_13500_+,chrN00049:clu_13501_+,chrN00049:clu_13502_+
ENSFALG00000005723	chrN00051:clu_13820_-,chrN00051:clu_13821_-,chrN00051:clu_13822_-,chrN00051:clu_13823_-
ENSFALG00000005741	chrN00010:clu_3997_-,chrN00010:clu_3998_-,chrN00010:clu_3999_-,chrN00010:clu_4000_-
ENSFALG00000005748	chrN00049:clu_13505_+,chrN00049:clu_13506_+,chrN00049:clu_13507_+,chrN00049:clu_13509_+,chrN00049:clu_13510_+,chrN00049:clu_13511_+
ENSFALG00000005753	chrN00059:clu_15406_-,chrN00059:clu_15407_-,chrN00059:clu_15408_-,chrN00059:clu_15409_-,chrN00059:clu_15410_-
