cluster	genes
chrN00021:clu_7599_+	NA
chrN00021:clu_7600_+	NA
chrN00021:clu_7601_+	ENSFALG00000028189
chrN00021:clu_7602_+	ENSFALG00000028189
chrN00021:clu_7603_+	ENSFALG00000028189
chrN00021:clu_7604_+	ENSFALG00000013602
chrN00021:clu_7614_+	ENSFALG00000013653
chrN00021:clu_7623_+	NA
chrN00021:clu_7624_+	NA
chrN00021:clu_7631_-	ENSFALG00000012619
chrN00021:clu_7632_-	ENSFALG00000012619
chrN00021:clu_7633_-	ENSFALG00000012619
chrN00021:clu_7634_-	ENSFALG00000012619
chrN00021:clu_7635_-	ENSFALG00000012619
chrN00021:clu_7636_-	ENSFALG00000012619
chrN00021:clu_7637_-	ENSFALG00000012619
chrN00021:clu_7639_-	ENSFALG00000028192
chrN00021:clu_7640_-	NA
chrN00021:clu_7641_-	ENSFALG00000012656
chrN00021:clu_7642_-	ENSFALG00000012656
chrN00021:clu_7648_-	ENSFALG00000012939
chrN00021:clu_7649_-	ENSFALG00000012968
chrN00021:clu_7650_-	NA
chrN00021:clu_7652_-	ENSFALG00000013023
chrN00021:clu_7656_-	ENSFALG00000023573
chrN00021:clu_7661_-	ENSFALG00000013114
chrN00021:clu_7663_-	NA
chrN00021:clu_7667_-	ENSFALG00000013192
chrN00021:clu_7668_-	ENSFALG00000013192
chrN00021:clu_7670_-	ENSFALG00000013192
chrN00021:clu_7671_-	ENSFALG00000023435
chrN00021:clu_7672_-	ENSFALG00000023435
chrN00021:clu_7673_-	ENSFALG00000024598
chrN00021:clu_7683_-	NA
chrN00021:clu_7684_-	ENSFALG00000013227
chrN00021:clu_7685_-	ENSFALG00000013227
chrN00021:clu_7687_-	ENSFALG00000013227
chrN00021:clu_7689_-	ENSFALG00000013227
chrN00021:clu_7693_-	ENSFALG00000013245
chrN00021:clu_7694_-	ENSFALG00000013263
chrN00021:clu_7704_-	ENSFALG00000013283
chrN00021:clu_7705_-	ENSFALG00000013283
chrN00021:clu_7706_-	ENSFALG00000013283
chrN00021:clu_7707_-	ENSFALG00000013283
chrN00021:clu_7708_-	ENSFALG00000013283
chrN00021:clu_7712_-	ENSFALG00000013349
chrN00021:clu_7714_-	NA
chrN00021:clu_7715_-	NA
chrN00021:clu_7718_-	ENSFALG00000013372
chrN00021:clu_7719_-	ENSFALG00000013372
chrN00021:clu_7720_-	ENSFALG00000013372
chrN00021:clu_7721_-	NA
chrN00021:clu_7722_-	ENSFALG00000013397
chrN00021:clu_7725_-	ENSFALG00000013404
chrN00021:clu_7726_-	ENSFALG00000013404
chrN00021:clu_7727_-	ENSFALG00000028480
chrN00021:clu_7730_-	ENSFALG00000028480
chrN00021:clu_7732_-	ENSFALG00000013428
chrN00021:clu_7733_-	ENSFALG00000013457
chrN00021:clu_7734_-	ENSFALG00000013457
chrN00021:clu_7735_-	ENSFALG00000013457
chrN00021:clu_7738_-	NA
chrN00021:clu_7740_-	ENSFALG00000013555
chrN00021:clu_7741_-	ENSFALG00000013555
chrN00021:clu_7742_-	NA
chrN00021:clu_7743_-	ENSFALG00000026616
chrN00021:clu_7753_-	ENSFALG00000013678
chrN00021:clu_7760_-	ENSFALG00000013685
chrN00022:clu_7771_-	ENSFALG00000001679
chrN00022:clu_7772_-	ENSFALG00000001679
chrN00022:clu_7773_-	ENSFALG00000001679
chrN00022:clu_7776_-	NA
chrN00022:clu_7779_-	ENSFALG00000001720
chrN00022:clu_7781_-	ENSFALG00000001720
chrN00022:clu_7784_-	ENSFALG00000001831
chrN00022:clu_7786_-	ENSFALG00000001840
chrN00022:clu_7787_-	ENSFALG00000001840
chrN00022:clu_7788_-	ENSFALG00000001840
chrN00022:clu_7789_-	ENSFALG00000001840
chrN00022:clu_7790_-	ENSFALG00000001844
chrN00022:clu_7791_-	ENSFALG00000001844
chrN00022:clu_7792_-	ENSFALG00000001846
chrN00022:clu_7793_-	ENSFALG00000001846
chrN00022:clu_7795_-	NA
chrN00022:clu_7796_-	ENSFALG00000024440
chrN00022:clu_7802_-	ENSFALG00000001856
chrN00022:clu_7806_-	ENSFALG00000026921
chrN00022:clu_7809_-	ENSFALG00000001929
chrN00022:clu_7810_-	ENSFALG00000001929
chrN00022:clu_7811_-	NA
chrN00022:clu_7812_-	ENSFALG00000001954
chrN00022:clu_7814_-	ENSFALG00000001965
chrN00022:clu_7819_-	NA
chrN00022:clu_7820_-	ENSFALG00000001984
chrN00022:clu_7822_-	NA
chrN00022:clu_7829_-	ENSFALG00000002005
chrN00022:clu_7830_-	NA
chrN00022:clu_7831_-	ENSFALG00000002037
chrN00022:clu_7832_-	ENSFALG00000002037
chrN00022:clu_7833_-	ENSFALG00000002037
chrN00022:clu_7835_-	ENSFALG00000002053
chrN00022:clu_7836_-	ENSFALG00000002053
chrN00022:clu_7837_-	ENSFALG00000002053
chrN00022:clu_7838_-	ENSFALG00000002053
chrN00022:clu_7839_-	ENSFALG00000002053
chrN00022:clu_7840_-	ENSFALG00000002053
chrN00022:clu_7841_-	NA
chrN00022:clu_7847_+	NA
chrN00022:clu_7850_+	ENSFALG00000001691
chrN00022:clu_7851_+	ENSFALG00000001691
chrN00022:clu_7852_+	NA
chrN00022:clu_7853_+	NA
chrN00022:clu_7854_+	NA
chrN00022:clu_7856_+	NA
chrN00022:clu_7857_+	NA
chrN00022:clu_7858_+	ENSFALG00000027790
chrN00022:clu_7859_+	ENSFALG00000027790
chrN00022:clu_7860_+	ENSFALG00000028984
chrN00022:clu_7861_+	ENSFALG00000025710
chrN00022:clu_7862_+	NA
chrN00022:clu_7866_+	ENSFALG00000001762
chrN00022:clu_7870_+	NA
chrN00022:clu_7871_+	NA
chrN00022:clu_7872_+	ENSFALG00000001825
chrN00022:clu_7877_+	NA
chrN00022:clu_7878_+	NA
chrN00022:clu_7881_+	ENSFALG00000001850
chrN00022:clu_7882_+	ENSFALG00000028161
chrN00022:clu_7884_+	ENSFALG00000001859
chrN00022:clu_7893_+	NA
chrN00022:clu_7896_+	ENSFALG00000001877
chrN00022:clu_7897_+	ENSFALG00000001877
chrN00022:clu_7901_+	NA
chrN00022:clu_7903_+	NA
chrN00022:clu_7904_+	ENSFALG00000001902
chrN00022:clu_7905_+	ENSFALG00000001902
chrN00022:clu_7906_+	ENSFALG00000001902
chrN00022:clu_7911_+	NA
chrN00022:clu_7915_+	ENSFALG00000002010
chrN00022:clu_7920_+	NA
chrN00022:clu_7923_+	ENSFALG00000002076
chrN00022:clu_7924_+	ENSFALG00000002076
chrN00022:clu_7925_+	NA
chrN00022:clu_7926_+	NA
chrN00022:clu_7927_+	NA
chrN00023:clu_7928_+	ENSFALG00000022370
chrN00023:clu_7931_+	NA
chrN00023:clu_7937_+	NA
chrN00023:clu_7938_+	NA
chrN00023:clu_7939_+	ENSFALG00000007982
chrN00023:clu_7943_+	ENSFALG00000008048
chrN00023:clu_7946_+	ENSFALG00000008106
chrN00023:clu_7947_+	ENSFALG00000008106
chrN00023:clu_7949_+	NA
chrN00023:clu_7950_+	NA
chrN00023:clu_7954_+	ENSFALG00000008143
chrN00023:clu_7955_+	NA
chrN00023:clu_7956_+	ENSFALG00000028328
chrN00023:clu_7957_+	ENSFALG00000008188
chrN00023:clu_7958_+	ENSFALG00000008188
chrN00023:clu_7959_+	ENSFALG00000008188
chrN00023:clu_7961_+	NA
chrN00023:clu_7962_+	ENSFALG00000008234
chrN00023:clu_7963_+	ENSFALG00000008234
chrN00023:clu_7964_+	ENSFALG00000008234
chrN00023:clu_7967_+	ENSFALG00000008258
chrN00023:clu_7970_+	ENSFALG00000028667
chrN00023:clu_7971_+	ENSFALG00000008306
chrN00023:clu_7973_+	ENSFALG00000008306
chrN00023:clu_7981_+	ENSFALG00000008379
chrN00023:clu_7984_+	ENSFALG00000008379
chrN00023:clu_7986_+	ENSFALG00000008388
chrN00023:clu_7991_+	NA
chrN00023:clu_7993_+	NA
chrN00023:clu_8002_+	ENSFALG00000008456
chrN00023:clu_8003_+	ENSFALG00000008473
chrN00023:clu_8004_+	ENSFALG00000008473
chrN00023:clu_8005_+	NA
chrN00023:clu_8006_+	ENSFALG00000008539
chrN00023:clu_8007_+	NA
chrN00023:clu_8008_+	ENSFALG00000008572
chrN00023:clu_8011_+	ENSFALG00000008572
chrN00023:clu_8016_+	NA
chrN00023:clu_8017_+	ENSFALG00000008609
chrN00023:clu_8018_+	NA
chrN00023:clu_8023_-	ENSFALG00000007927
chrN00023:clu_8024_-	NA
chrN00023:clu_8025_-	ENSFALG00000007975
chrN00023:clu_8026_-	ENSFALG00000007975
chrN00023:clu_8027_-	NA
chrN00023:clu_8028_-	ENSFALG00000007977
chrN00023:clu_8030_-	ENSFALG00000022997
chrN00023:clu_8033_-	ENSFALG00000008008
chrN00023:clu_8039_-	ENSFALG00000008073
chrN00023:clu_8040_-	ENSFALG00000008073
chrN00023:clu_8043_-	ENSFALG00000008134
chrN00023:clu_8044_-	ENSFALG00000008134
chrN00023:clu_8046_-	ENSFALG00000026793
chrN00023:clu_8050_-	ENSFALG00000024457
chrN00023:clu_8052_-	NA
chrN00023:clu_8055_-	ENSFALG00000008196
chrN00023:clu_8060_-	ENSFALG00000008204
chrN00023:clu_8061_-	ENSFALG00000008204
chrN00023:clu_8062_-	ENSFALG00000008204
chrN00023:clu_8065_-	ENSFALG00000025468
chrN00023:clu_8066_-	NA
chrN00023:clu_8067_-	ENSFALG00000008251
chrN00023:clu_8068_-	NA
chrN00023:clu_8071_-	ENSFALG00000008254
chrN00023:clu_8072_-	NA
chrN00023:clu_8073_-	NA
chrN00023:clu_8074_-	ENSFALG00000008347
chrN00023:clu_8076_-	ENSFALG00000008347
chrN00023:clu_8077_-	ENSFALG00000008370
chrN00023:clu_8080_-	ENSFALG00000008397
chrN00023:clu_8084_-	ENSFALG00000008405
chrN00023:clu_8087_-	NA
chrN00023:clu_8088_-	ENSFALG00000008463
chrN00023:clu_8090_-	ENSFALG00000008463
chrN00023:clu_8103_-	ENSFALG00000008582
chrN00023:clu_8104_-	NA
chrN00023:clu_8107_-	NA
chrN00024:clu_8114_+	ENSFALG00000023078
chrN00024:clu_8115_+	ENSFALG00000023078
chrN00024:clu_8118_+	ENSFALG00000004923
chrN00024:clu_8120_+	NA
chrN00024:clu_8121_+	ENSFALG00000004925
chrN00024:clu_8122_+	ENSFALG00000004950
chrN00024:clu_8127_+	ENSFALG00000004950
chrN00024:clu_8128_+	ENSFALG00000005063
chrN00024:clu_8129_+	ENSFALG00000005063
chrN00024:clu_8130_+	ENSFALG00000005063
chrN00024:clu_8131_+	ENSFALG00000005063
chrN00024:clu_8133_+	NA
chrN00024:clu_8138_+	ENSFALG00000024501
chrN00024:clu_8139_+	ENSFALG00000024501
chrN00024:clu_8140_+	ENSFALG00000024501
chrN00024:clu_8141_+	ENSFALG00000024501
chrN00024:clu_8146_+	ENSFALG00000005229
chrN00024:clu_8147_+	ENSFALG00000005292
chrN00024:clu_8152_+	NA
chrN00024:clu_8153_+	ENSFALG00000005396
chrN00024:clu_8155_+	ENSFALG00000005490
chrN00024:clu_8156_+	ENSFALG00000005490
chrN00024:clu_8158_+	NA
chrN00024:clu_8160_+	ENSFALG00000005510
chrN00024:clu_8163_+	ENSFALG00000005523
chrN00024:clu_8169_+	ENSFALG00000005609
chrN00024:clu_8170_+	ENSFALG00000005609
chrN00024:clu_8173_+	NA
chrN00024:clu_8174_+	NA
chrN00024:clu_8179_+	NA
chrN00024:clu_8191_+	ENSFALG00000016739
chrN00024:clu_8192_+	ENSFALG00000023196
chrN00024:clu_8193_+	ENSFALG00000005746
chrN00024:clu_8208_+	ENSFALG00000005801
chrN00024:clu_8209_+	NA
chrN00024:clu_8216_+	NA
chrN00024:clu_8219_+	ENSFALG00000005942
chrN00024:clu_8220_+	ENSFALG00000005999
chrN00024:clu_8221_+	ENSFALG00000005999
chrN00024:clu_8222_+	ENSFALG00000005999
chrN00024:clu_8223_+	ENSFALG00000005999
chrN00024:clu_8224_+	ENSFALG00000005999
chrN00024:clu_8225_+	ENSFALG00000005999
chrN00024:clu_8226_+	ENSFALG00000005999
chrN00024:clu_8227_+	ENSFALG00000005999
chrN00024:clu_8228_+	ENSFALG00000005999
chrN00024:clu_8229_+	ENSFALG00000005999
chrN00024:clu_8230_+	ENSFALG00000005999
chrN00024:clu_8231_+	ENSFALG00000005999
chrN00024:clu_8232_+	ENSFALG00000005999
chrN00024:clu_8233_+	ENSFALG00000006051
chrN00024:clu_8234_+	ENSFALG00000006066
chrN00024:clu_8238_+	ENSFALG00000006066
chrN00024:clu_8239_+	NA
chrN00024:clu_8240_+	ENSFALG00000027310
chrN00024:clu_8251_-	ENSFALG00000027327
chrN00024:clu_8258_-	ENSFALG00000005115
chrN00024:clu_8260_-	ENSFALG00000021324
chrN00024:clu_8263_-	NA
chrN00024:clu_8274_-	ENSFALG00000005343
chrN00024:clu_8275_-	NA
chrN00024:clu_8276_-	ENSFALG00000005375
chrN00024:clu_8277_-	NA
chrN00024:clu_8278_-	NA
chrN00024:clu_8279_-	NA
chrN00024:clu_8280_-	NA
chrN00024:clu_8297_-	ENSFALG00000005704
chrN00024:clu_8307_-	ENSFALG00000005772
chrN00024:clu_8320_-	ENSFALG00000024541
chrN00024:clu_8321_-	NA
chrN00024:clu_8322_-	NA
chrN00024:clu_8324_-	NA
chrN00024:clu_8325_-	NA
chrN00024:clu_8328_-	ENSFALG00000005841
chrN00024:clu_8329_-	ENSFALG00000005841
chrN00024:clu_8333_-	ENSFALG00000005886
chrN00024:clu_8349_-	NA
chrN00024:clu_8350_-	NA
chrN00024:clu_8354_-	NA
chrN00024:clu_8356_-	ENSFALG00000006045
chrN00024:clu_8357_-	ENSFALG00000006045
chrN00024:clu_8358_-	ENSFALG00000006045
chrN00024:clu_8359_-	NA
chrN00024:clu_8360_-	ENSFALG00000006045
chrN00024:clu_8362_-	ENSFALG00000006084
chrN00024:clu_8364_-	ENSFALG00000006084
chrN00024:clu_8366_-	NA
chrN00024:clu_8369_-	NA
chrN00025:clu_8372_-	ENSFALG00000024837
chrN00025:clu_8373_-	ENSFALG00000024837
chrN00025:clu_8374_-	ENSFALG00000006505
chrN00025:clu_8377_-	NA
chrN00025:clu_8379_-	ENSFALG00000024799
chrN00025:clu_8382_-	ENSFALG00000026083,ENSFALG00000027907
chrN00025:clu_8383_-	ENSFALG00000026083
chrN00025:clu_8386_-	NA
chrN00025:clu_8389_-	ENSFALG00000006678
chrN00025:clu_8390_-	ENSFALG00000006689
chrN00025:clu_8392_-	ENSFALG00000006689
chrN00025:clu_8394_-	ENSFALG00000006693
chrN00025:clu_8395_-	NA
chrN00025:clu_8396_-	NA
chrN00025:clu_8401_-	ENSFALG00000014283
chrN00025:clu_8402_-	NA
chrN00025:clu_8403_-	ENSFALG00000006754
chrN00025:clu_8404_-	ENSFALG00000006754
chrN00025:clu_8405_-	ENSFALG00000006754
chrN00025:clu_8406_-	ENSFALG00000006794
chrN00025:clu_8407_-	ENSFALG00000006810
chrN00025:clu_8408_-	ENSFALG00000006810
chrN00025:clu_8409_-	ENSFALG00000006810
chrN00025:clu_8411_-	ENSFALG00000006835
chrN00025:clu_8415_-	ENSFALG00000006846,ENSFALG00000023580
chrN00025:clu_8417_-	ENSFALG00000006850
chrN00025:clu_8418_-	ENSFALG00000006850
chrN00025:clu_8419_-	ENSFALG00000006850
chrN00025:clu_8421_-	ENSFALG00000029037
chrN00025:clu_8422_-	ENSFALG00000006876
chrN00025:clu_8430_-	ENSFALG00000006918
chrN00025:clu_8434_-	ENSFALG00000024749
chrN00025:clu_8439_-	NA
chrN00025:clu_8442_-	NA
chrN00025:clu_8444_-	ENSFALG00000024685
chrN00025:clu_8445_-	NA
chrN00025:clu_8448_-	NA
chrN00025:clu_8452_-	ENSFALG00000007076
chrN00025:clu_8453_-	ENSFALG00000024408
chrN00025:clu_8454_-	ENSFALG00000007104
chrN00025:clu_8455_-	ENSFALG00000007104
chrN00025:clu_8456_-	NA
chrN00025:clu_8457_-	NA
chrN00025:clu_8469_-	NA
chrN00025:clu_8471_-	ENSFALG00000007227
chrN00025:clu_8472_-	ENSFALG00000007227
chrN00025:clu_8473_-	ENSFALG00000007227
chrN00025:clu_8482_-	ENSFALG00000007289
chrN00025:clu_8483_-	ENSFALG00000007289
chrN00025:clu_8484_-	ENSFALG00000007290
chrN00025:clu_8485_-	NA
chrN00025:clu_8488_-	ENSFALG00000007382
chrN00025:clu_8491_-	ENSFALG00000007403
chrN00025:clu_8492_-	ENSFALG00000007435
chrN00025:clu_8493_-	ENSFALG00000007456
chrN00025:clu_8498_-	ENSFALG00000007492
chrN00025:clu_8499_-	ENSFALG00000007492
chrN00025:clu_8500_-	ENSFALG00000007492
chrN00025:clu_8501_-	ENSFALG00000007492
chrN00025:clu_8504_-	ENSFALG00000007496
chrN00025:clu_8514_-	ENSFALG00000007686
chrN00025:clu_8517_-	ENSFALG00000028472
chrN00025:clu_8524_-	NA
chrN00025:clu_8525_-	NA
chrN00025:clu_8526_-	NA
chrN00025:clu_8529_+	ENSFALG00000006487
chrN00025:clu_8530_+	ENSFALG00000006527
chrN00025:clu_8532_+	NA
chrN00025:clu_8541_+	ENSFALG00000006602
chrN00025:clu_8542_+	ENSFALG00000006602
chrN00025:clu_8543_+	ENSFALG00000006615
chrN00025:clu_8547_+	ENSFALG00000025685
chrN00025:clu_8552_+	NA
chrN00025:clu_8553_+	NA
chrN00025:clu_8557_+	ENSFALG00000023083
chrN00025:clu_8558_+	ENSFALG00000006829
chrN00025:clu_8563_+	NA
chrN00025:clu_8564_+	NA
chrN00025:clu_8574_+	ENSFALG00000006885
chrN00025:clu_8575_+	ENSFALG00000006898
chrN00025:clu_8576_+	ENSFALG00000006898
chrN00025:clu_8577_+	ENSFALG00000006912
chrN00025:clu_8580_+	ENSFALG00000006955
chrN00025:clu_8585_+	ENSFALG00000006958
chrN00025:clu_8591_+	ENSFALG00000006970
chrN00025:clu_8592_+	ENSFALG00000007000
chrN00025:clu_8593_+	ENSFALG00000007009
chrN00025:clu_8601_+	ENSFALG00000007027
chrN00025:clu_8608_+	NA
chrN00025:clu_8611_+	NA
chrN00025:clu_8622_+	NA
chrN00025:clu_8625_+	ENSFALG00000007138
chrN00025:clu_8626_+	ENSFALG00000007123
chrN00025:clu_8627_+	ENSFALG00000007138
chrN00025:clu_8628_+	ENSFALG00000007138
chrN00025:clu_8631_+	NA
chrN00025:clu_8632_+	NA
chrN00025:clu_8635_+	NA
chrN00025:clu_8637_+	NA
chrN00025:clu_8638_+	ENSFALG00000007236
chrN00025:clu_8639_+	ENSFALG00000007267
chrN00025:clu_8640_+	NA
chrN00025:clu_8644_+	ENSFALG00000007365
chrN00025:clu_8646_+	ENSFALG00000007365
chrN00025:clu_8647_+	ENSFALG00000007365
chrN00025:clu_8648_+	ENSFALG00000007365
chrN00025:clu_8652_+	NA
chrN00025:clu_8658_+	ENSFALG00000007583
chrN00025:clu_8663_+	ENSFALG00000007611
chrN00025:clu_8665_+	ENSFALG00000007611
chrN00025:clu_8667_+	ENSFALG00000007611
chrN00025:clu_8668_+	ENSFALG00000007611
chrN00025:clu_8669_+	ENSFALG00000007632
chrN00025:clu_8672_+	ENSFALG00000007663
chrN00025:clu_8673_+	ENSFALG00000007673
chrN00025:clu_8677_+	ENSFALG00000007688
chrN00025:clu_8680_+	ENSFALG00000007710
chrN00025:clu_8683_+	ENSFALG00000007753
chrN00025:clu_8684_+	ENSFALG00000007753
chrN00025:clu_8685_+	ENSFALG00000007753
chrN00025:clu_8688_+	ENSFALG00000007770
chrN00025:clu_8689_+	ENSFALG00000007770
chrN00025:clu_8690_+	ENSFALG00000024510
chrN00025:clu_8691_+	ENSFALG00000024510
chrN00025:clu_8692_+	NA
chrN00026:clu_8699_+	NA
chrN00026:clu_8700_+	NA
chrN00026:clu_8701_+	NA
chrN00026:clu_8702_+	NA
chrN00026:clu_8717_+	NA
chrN00026:clu_8721_+	NA
chrN00026:clu_8726_+	ENSFALG00000000954
chrN00026:clu_8727_+	ENSFALG00000000954
chrN00026:clu_8728_+	ENSFALG00000000954
chrN00026:clu_8731_+	NA
chrN00026:clu_8734_+	NA
chrN00026:clu_8735_+	ENSFALG00000000965
chrN00026:clu_8736_+	ENSFALG00000000965
chrN00026:clu_8737_+	ENSFALG00000000965
chrN00026:clu_8738_+	ENSFALG00000000965
chrN00026:clu_8739_+	ENSFALG00000026037
chrN00026:clu_8740_+	ENSFALG00000001038
chrN00026:clu_8741_+	ENSFALG00000001038
chrN00026:clu_8742_+	ENSFALG00000001038
chrN00026:clu_8743_+	NA
chrN00026:clu_8744_+	ENSFALG00000001042
chrN00026:clu_8745_+	NA
chrN00026:clu_8746_+	NA
chrN00026:clu_8748_+	ENSFALG00000028685,ENSFALG00000014794
chrN00026:clu_8749_+	NA
chrN00026:clu_8751_-	NA
chrN00026:clu_8765_-	ENSFALG00000000902
chrN00026:clu_8769_-	NA
chrN00026:clu_8776_-	NA
chrN00027:clu_8780_-	ENSFALG00000004592
chrN00027:clu_8783_-	ENSFALG00000004592
chrN00027:clu_8784_-	ENSFALG00000004630
chrN00027:clu_8785_-	ENSFALG00000004630
chrN00027:clu_8786_-	ENSFALG00000004630
chrN00027:clu_8787_-	ENSFALG00000027651
chrN00027:clu_8795_-	ENSFALG00000004700
chrN00027:clu_8796_-	ENSFALG00000004700
chrN00027:clu_8797_-	ENSFALG00000004700
chrN00027:clu_8803_-	ENSFALG00000004725
chrN00027:clu_8804_-	ENSFALG00000004725
chrN00027:clu_8805_-	ENSFALG00000004725
chrN00027:clu_8806_-	ENSFALG00000004725
chrN00027:clu_8807_-	NA
chrN00027:clu_8808_-	NA
chrN00027:clu_8809_-	NA
chrN00027:clu_8819_-	ENSFALG00000023421
chrN00027:clu_8822_-	NA
chrN00027:clu_8824_-	ENSFALG00000004890
chrN00027:clu_8825_-	ENSFALG00000004890
chrN00027:clu_8827_-	ENSFALG00000005068
chrN00027:clu_8828_-	ENSFALG00000026527
chrN00027:clu_8832_-	ENSFALG00000005156
chrN00027:clu_8833_-	ENSFALG00000005156
chrN00027:clu_8834_-	NA
chrN00027:clu_8836_+	ENSFALG00000004570
chrN00027:clu_8838_+	ENSFALG00000028573
chrN00027:clu_8845_+	ENSFALG00000004655
chrN00027:clu_8846_+	ENSFALG00000004655
chrN00027:clu_8847_+	NA
chrN00027:clu_8848_+	ENSFALG00000004655
chrN00027:clu_8849_+	ENSFALG00000004655
chrN00027:clu_8850_+	ENSFALG00000004655
chrN00027:clu_8851_+	ENSFALG00000004663
chrN00027:clu_8853_+	NA
chrN00027:clu_8861_+	ENSFALG00000028466
chrN00027:clu_8864_+	ENSFALG00000004729
chrN00027:clu_8865_+	ENSFALG00000004729
chrN00027:clu_8867_+	ENSFALG00000004729
chrN00027:clu_8870_+	ENSFALG00000004743
chrN00027:clu_8872_+	ENSFALG00000004757
chrN00027:clu_8873_+	ENSFALG00000026901
chrN00027:clu_8874_+	NA
chrN00027:clu_8878_+	ENSFALG00000004814
chrN00027:clu_8880_+	ENSFALG00000004814
chrN00027:clu_8885_+	ENSFALG00000028605
chrN00027:clu_8888_+	NA
chrN00027:clu_8889_+	NA
chrN00027:clu_8898_+	ENSFALG00000005125
chrN00027:clu_8902_+	NA
chrN00027:clu_8903_+	ENSFALG00000024150
chrN00028:clu_8905_-	ENSFALG00000024701
chrN00028:clu_8906_-	ENSFALG00000024701
chrN00028:clu_8916_-	ENSFALG00000003326
chrN00028:clu_8917_-	NA
chrN00028:clu_8920_-	ENSFALG00000003482
chrN00028:clu_8921_-	ENSFALG00000003570
chrN00028:clu_8922_-	ENSFALG00000003570
chrN00028:clu_8923_-	ENSFALG00000003570
chrN00028:clu_8924_-	ENSFALG00000027017
chrN00028:clu_8925_-	ENSFALG00000003607
chrN00028:clu_8927_-	ENSFALG00000003637
chrN00028:clu_8928_-	ENSFALG00000003655
chrN00028:clu_8931_-	NA
chrN00028:clu_8936_-	ENSFALG00000003790
chrN00028:clu_8937_-	ENSFALG00000003852
chrN00028:clu_8944_-	NA
chrN00028:clu_8947_-	NA
chrN00028:clu_8959_-	NA
chrN00028:clu_8964_-	NA
chrN00028:clu_8965_-	NA
chrN00028:clu_8969_-	NA
chrN00028:clu_8970_-	NA
chrN00028:clu_8974_-	ENSFALG00000004006
chrN00028:clu_8977_-	ENSFALG00000004006
chrN00028:clu_8981_-	ENSFALG00000004027
chrN00028:clu_8982_-	ENSFALG00000004027
chrN00028:clu_8983_-	ENSFALG00000004027
chrN00028:clu_8984_-	ENSFALG00000004027
chrN00028:clu_8986_-	NA
chrN00028:clu_8987_-	ENSFALG00000004027
chrN00028:clu_8992_-	ENSFALG00000023850
chrN00028:clu_8993_-	ENSFALG00000004078
chrN00028:clu_8997_-	ENSFALG00000004078
chrN00028:clu_8998_-	NA
chrN00028:clu_9000_-	ENSFALG00000004134
chrN00028:clu_9005_-	NA
chrN00028:clu_9026_-	NA
chrN00028:clu_9028_-	ENSFALG00000004326
chrN00028:clu_9030_-	ENSFALG00000004328
chrN00028:clu_9031_-	ENSFALG00000004328
chrN00028:clu_9032_-	ENSFALG00000004328
chrN00028:clu_9033_-	ENSFALG00000027846
chrN00028:clu_9034_-	ENSFALG00000004351
chrN00028:clu_9038_-	ENSFALG00000004421
chrN00028:clu_9039_-	NA
chrN00028:clu_9041_-	NA
chrN00028:clu_9042_-	ENSFALG00000028732
chrN00028:clu_9043_-	ENSFALG00000004677
chrN00028:clu_9045_-	ENSFALG00000004677
chrN00028:clu_9046_-	NA
chrN00028:clu_9048_-	NA
chrN00028:clu_9049_-	NA
chrN00028:clu_9050_-	NA
chrN00028:clu_9061_+	ENSFALG00000024700
chrN00028:clu_9062_+	NA
chrN00028:clu_9067_+	ENSFALG00000003454
chrN00028:clu_9068_+	ENSFALG00000003473
chrN00028:clu_9069_+	ENSFALG00000003473
chrN00028:clu_9072_+	ENSFALG00000003513
chrN00028:clu_9073_+	ENSFALG00000003582
chrN00028:clu_9079_+	NA
chrN00028:clu_9080_+	NA
chrN00028:clu_9082_+	ENSFALG00000023480
chrN00028:clu_9083_+	ENSFALG00000028175
chrN00028:clu_9084_+	ENSFALG00000028175
chrN00028:clu_9085_+	ENSFALG00000003645
chrN00028:clu_9086_+	ENSFALG00000003645
chrN00028:clu_9087_+	ENSFALG00000003645
chrN00028:clu_9092_+	ENSFALG00000028300
chrN00028:clu_9093_+	ENSFALG00000028300
chrN00028:clu_9094_+	ENSFALG00000028300
chrN00028:clu_9095_+	ENSFALG00000028300
chrN00028:clu_9096_+	NA
chrN00028:clu_9097_+	NA
chrN00028:clu_9102_+	ENSFALG00000003757
chrN00028:clu_9103_+	ENSFALG00000003757
chrN00028:clu_9107_+	ENSFALG00000003828
chrN00028:clu_9108_+	ENSFALG00000003828
chrN00028:clu_9109_+	ENSFALG00000003845
chrN00028:clu_9113_+	NA
chrN00028:clu_9114_+	NA
chrN00028:clu_9115_+	NA
chrN00028:clu_9116_+	ENSFALG00000003888
chrN00028:clu_9117_+	ENSFALG00000003888
chrN00028:clu_9124_+	ENSFALG00000003931
chrN00028:clu_9128_+	ENSFALG00000003935
chrN00028:clu_9131_+	ENSFALG00000028720,ENSFALG00000003935
chrN00028:clu_9134_+	NA
chrN00028:clu_9135_+	NA
chrN00028:clu_9136_+	NA
chrN00028:clu_9138_+	NA
chrN00028:clu_9142_+	ENSFALG00000003978
chrN00028:clu_9143_+	NA
chrN00028:clu_9147_+	ENSFALG00000003995
chrN00028:clu_9151_+	ENSFALG00000025521
chrN00028:clu_9152_+	ENSFALG00000014800
chrN00028:clu_9153_+	NA
chrN00028:clu_9154_+	NA
chrN00028:clu_9156_+	ENSFALG00000004042
chrN00028:clu_9163_+	ENSFALG00000004098
